Name	Molecular form	Microbe	Strain	Target	PubMed ID
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	PA02	N/A	26828772
Tobramycin	C18H37N5O9	Staphylococcus aureus	Mu50	N/A	26828772
Tobramycin	C18H37N5O9	Pseudomonas aeruginosa	ATCC 27853	N/A	28323149
Tobramycin-bismuth-ethanedithiol	C18H37N5O9	Pseudomonas aeruginosa	ATCC 27853	N/A	28323149
Tomentosin	C15H20O3	Candida albicans	SC5314	N/A	26394911
Toremifene	C26H28ClNO	Candida albicans	SC5314	N/A	25288093
Toremifene	C26H28ClNO	Candida albicans	CA2	N/A	25288093
Toremifene	C26H28ClNO	Candida albicans	CA10	N/A	25288093
Toremifene	C26H28ClNO	Candida albicans	CA15	N/A	25288093
Toremifene	C26H28ClNO	Candida dubliniensis	NCPF 3949	N/A	25288093
Toremifene	C26H28ClNO	Candida glabrata	BG2	N/A	25288093
Toremifene	C26H28ClNO	Candida krusei	IHEM 6104	N/A	25288093
Toremifene	C26H28ClNO	Pseudomonas aeruginosa	UCBPP-PA14	N/A	25288093
Toremifene	C26H28ClNO	Staphylococcus aureus	SH1000	N/A	25288093
Toremifene	C26H28ClNO	Staphylococcus epidermidis	CH	N/A	25288093
trans-2-dodecenoic acid	C12H22O2	Candida albicans	SC5314	N/A	21778264
trans-2-Nonenal	C9H16O	Vibrio cholerae	CIP 106860	N/A	21249192
trans-2-Nonenal	C9H16O	Vibrio harveyi	BB127	N/A	21249192
trans-2-Pentenal	C5H8O	Vibrio cholerae	CIP 106860	N/A	21249192
trans-2-Pentenal	C5H8O	Vibrio harveyi	BB126	N/A	21249192
trans-Resveratrol	C14H12O3	Staphylococcus aureus	ATCC 6538	N/A	25007234
trans-Stillbene	C14H12	Staphylococcus aureus	ATCC 6538	N/A	25007234
Tricaine	C9H11NO2	Pseudomonas aeruginosa	Not Specified	N/A	25537269
Triclosan	C12H7Cl3O2	Streptococcus mutans	LMG 14558	N/A	17220400
Triclosan	C12H7Cl3O2	Streptococcus mutans	UA159	N/A	24094824
Triclosan?	C12H7Cl3O2	Bacillus anthracis	A0193	Enoyl-[acyl-carrier-protein] reductase [NADH]	10592235
Triclosan?	C12H7Cl3O2	Escherichia coli	K12	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	10592235
Triclosan?	C12H7Cl3O2	Helicobacter pylori 	ATCC 700392	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	10592235
Triclosan?	C12H7Cl3O2	Helicobacter pylori 	26695	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	10592235
Triclosan?	C12H7Cl3O2	Mycobacterium tuberculosis	Not Specified	Enoyl-[acyl-carrier-protein] reductase [NADH]	10592235
Triclosan?	C12H7Cl3O2	Staphylococcus aureus	MRSA252	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI	10592235
"Triethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(triethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide"	C124H228Br10O10P10	Enterococcus faecalis	ATCC 29212	N/A	27503150
"Triethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(triethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide"	C124H228Br10O10P10	Staphylococcus aureus	ATCC 33592	N/A	27503150
"Triethyl[3-({33-[2-(triethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(triethylazaniumyl)propoxy]hexacyclo[21.2.2.2.2.2.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide"	C124H228Br10N10O10	Enterococcus faecalis	ATCC 29212	N/A	27503150
"Triethyl[3-({33-[2-(triethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(triethylazaniumyl)propoxy]hexacyclo[21.2.2.2.2.2.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide"	C124H228Br10N10O10	Staphylococcus aureus	ATCC 33592	N/A	27503150
Trimethoprim-sulfamethoxazole	C24H29N7O6S	Stenotrophomonas maltophilia	SM33	N/A	14693533
Trimethoxyflavone	C18H16O5	Vibrio harveyi	BB120	N/A	26140409
Trimethyl(3-{4-[3-(trimethylazaniumyl)propoxy]phenoxy}propyl)azanium dibromide	C18H34Br2N2O2	Enterococcus faecalis	ATCC 29212	N/A	27503150
Trimethyl(3-{4-[3-(trimethylazaniumyl)propoxy]phenoxy}propyl)azanium dibromide	C18H34Br2N2O2	Staphylococcus aureus	ATCC 33592	N/A	27503150
Trimethyl(3-{4-[3-(trimethylphosphaniumyl)propoxy]phenoxy}propyl)phosphanium dibromide	C18H34Br2O2P2	Enterococcus faecalis	ATCC 29212	N/A	27503150
Trimethyl(3-{4-[3-(trimethylphosphaniumyl)propoxy]phenoxy}propyl)phosphanium dibromide	C18H34Br2O2P2	Staphylococcus aureus	ATCC 33592	N/A	27503150
"Trimethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(trimethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide"	C94H168Br10O10P10	Enterococcus faecalis	ATCC 29212	N/A	27503150
"Trimethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(trimethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide"	C94H168Br10O10P10	Staphylococcus aureus	ATCC 33592	N/A	27503150
"Trimethyl[3-({33-[2-(trimethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(trimethylazaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide"	C94H168Br10N10O10	Enterococcus faecalis	ATCC 29212	N/A	27503150
"Trimethyl[3-({33-[2-(trimethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(trimethylazaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide"	C94H168Br10N10O10	Staphylococcus aureus	ATCC 33592	N/A	27503150
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	10428901
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	10428901
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA gyrase subunit A	10428901
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA gyrase subunit A	10428901
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	10428935
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	10428935
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA gyrase subunit A	10428935
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA gyrase subunit A	10428935
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	10991851
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	10991851
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA gyrase subunit A	10991851
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA gyrase subunit A	10991851
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	11581235
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	11581235
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	11581235
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	11581235
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	15288320
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	15288320
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	15288320
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	15288320
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	15673722
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	15673722
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	15673722
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	15673722
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA gyrase subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA gyrase subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	17016423
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA gyrase subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	ATCC 51907	DNA topoisomerase 4 subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA gyrase subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	DSM 11121	DNA topoisomerase 4 subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA gyrase subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	KW20 	DNA topoisomerase 4 subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA gyrase subunit A	17139284
Trovafloxacin	C20H15F3N4O3	Haemophilus influenzae	Rd	DNA topoisomerase 4 subunit A	17139284
Tyrosol	C8H10O2	Candida albicans	ATCC 10231	N/A	26801208
Tyrosol	C8H10O2	Candida glabrata	ATCC 90030	N/A	26801208
Tyrosol	C8H10O2	Streptococcus mutans	ATCC 25175	N/A	26801208
Tyrphostin 9	C18H22N2O	Candida albicans	BWP17	N/A	21903824
Tyrphostin AG1478	C16H14ClN3O2	Candida albicans	BWP17	N/A	21903824
TZD-C8	C11H17NO2S	Pseudomonas aeruginosa	PAO1 (pMRP9-1)	N/A	26593271
Umbelliferone	C9H6O3	Escherichia coli	O157:H7	N/A	25027570
Undecanoic acid	C11H22O2	Escherichia coli	ATCC 10536	N/A	25656290
Undecanoic acid	C11H22O2	Klebsiella pneumoniae	ATCC 10031	N/A	25656290
Undecanoic acid	C11H22O2	Proteus mirabilis	ATCC 7002	N/A	25656290
Undecanoic acid	C11H22O2	Proteus vulgaris	ATCC 49132	N/A	25656290
Undecanoic acid	C11H22O2	Serratia marcescens	a clinical isolate having GenBank Acc no. FJ584421	N/A	25656290
Undecyl beta-maltoside	C23H44O11	Pseudomonas aeruginosa	PAO1	N/A	24944053
Uracil	C4H4N2O2	Escherichia coli	K12	Ribosomal small subunit pseudouridine synthase A	17016423
Uracil	C4H4N2O2	Escherichia coli 	O157:H7	Uracil-DNA glycosylase	17016423
Uracil	C4H4N2O2	Human herpesvirus 1 	17	Uracil-DNA glycosylase	17016423
Uracil	C4H4N2O2	Escherichia coli	K12	Ribosomal small subunit pseudouridine synthase A	17139284
Uracil	C4H4N2O2	Escherichia coli 	O157:H7	Uracil-DNA glycosylase	17139284
Uracil	C4H4N2O2	Human herpesvirus 1 	17	Uracil-DNA glycosylase	17139284
Ursolic acid	C30H48O3	Escherichia coli	ATCC 25404	N/A	16000817
Ursolic acid	C30H48O3	Escherichia coli	JM109	N/A	16000817
Ursolic acid	C30H48O3	Pseudomonas aeruginosa	PAO1	N/A	16000817
Ursolic acid	C30H48O3	Vibrio harveyi	BB120	N/A	16000817
Ursolic Acid	C30H48O3	Staphylococcus aureus	UAMS-1	N/A	22242149
Ursolic Acid	C30H48O3	Staphylococcus aureus	subsp.?aureus?COL (MRSA)	N/A	24970710
Ursolic Acid	C30H48O3	Pseudomonas aeruginosa	ATCC 9027	N/A	26370951
Usnic acid	C18H16O7	Candida albicans	ATCC 90028	N/A	26411891
Vancomycin	C66H75Cl2N9O24	Amycolatopsis orientalis	Not Specified	dTDP-epi-vancosaminyltransferase	15122882
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	Smith diffuse (SD)	N/A	16621147
Vancomycin	C66H75Cl2N9O24	Enterococcus faecalis	ATCC 29212	N/A	18430491
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	ATCC 43300	N/A	18430491
Vancomycin	C66H75Cl2N9O24	Enterococcus faecium	Not Specified	D-alanyl-D-alanine dipeptidase	20404117
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	subsp.?aureus?COL (MRSA)	N/A	24970710
Vancomycin	C66H75Cl2N9O24	Candida spp.	Not Specified	N/A	25631674
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	Mu50	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	NRS384	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	New bould 305	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	NRS149	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	NRS123	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	NRS112	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus aureus	NRS153	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus capitis	ET005	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus caprae	NW003	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus chromogenes	NW110	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus cohnii	ET027	N/A	26828772
Vancomycin	C66H75Cl2N9O24	Staphylococcus epidermidis	ET013	N/A	26828772
Vanillic acid	C8H8O4	Escherichia coli	O157:H7 (ATCC 43895)	N/A	24067082
Vanillin	C8H8O3	Aeromonas hydrophila	Not Specified	N/A	23539151
Vanillin	C8H8O3	Escherichia coli	O157:H7	N/A	27808174
Vanillylacetone	C11H14O3	Pseudomonas aeruginosa	PAO1	N/A	23831483
Verapamil	C27H38N2O4	Mycobacterium tuberculosis	Not Specified	N/A	28162983
Vidarabine	C10H13N5O4	Human herpesvirus 3	Not Specified	Thymidine kinase	10592235
Vidarabine	C10H13N5O4	Human herpesvirus 1 	Not Specified	Thymidine kinase	12122323
Vidarabine	C10H13N5O4	Human herpesvirus 3	Not Specified	Thymidine kinase	12122323
Vidarabine	C10H13N5O4	Human herpesvirus 1 	Not Specified	Thymidine kinase	16797734
Vidarabine	C10H13N5O4	Human herpesvirus 3	Not Specified	Thymidine kinase	16797734
Vidarabine	C10H13N5O4	Human herpesvirus 4	Not Specified	DNA polymerase catalytic subunit	16797734
Vidarabine	C10H13N5O4	Human herpesvirus 1 	Not Specified	Thymidine kinase	17016423
Vidarabine	C10H13N5O4	Human herpesvirus 3	Not Specified	Thymidine kinase	17016423
Vidarabine	C10H13N5O4	Human herpesvirus 4	Not Specified	DNA polymerase catalytic subunit	17016423
Vidarabine	C10H13N5O4	Human herpesvirus 1 	Not Specified	Thymidine kinase	17139284
Vidarabine	C10H13N5O4	Human herpesvirus 3	Not Specified	Thymidine kinase	17139284
Vidarabine	C10H13N5O4	Human herpesvirus 4	Not Specified	DNA polymerase catalytic subunit	17139284?
Viomycin	C25H43N13O10	Mycobacterium tuberculosis	Not Specified	70S ribosome	20154709
Virginiamycin M1	C28H35N3O7	Enterococcus faecium	Not Specified	Streptogramin A acetyltransferase	17016423
Virginiamycin M1	C28H35N3O7	Enterococcus faecium	Not Specified	Streptogramin A acetyltransferase	17139284
Virstatin	C16H13NO4	Acinetobacter nosocomialis	ATCC 17903	N/A	2597561
Vitamin C	C6H8O6	Escherichia coli	O157:H7 (ATCC 43895)	N/A	21930760
Vitamin E	C29H50O2	Escherichia coli	O157:H7 (ATCC 43895)	N/A	21930760
Vitexin	C21H20O10	Pseudomonas aeruginosa	MTCC 2488	N/A	27000525
Voriconazole	C16H14F3N5O	Candida albicans	SC5314	N/A	23689719
VS2	C83H115N17O12	Enterococcus faecalis	Not Specified	N/A	24966779
VSL2	C87H124N18O14	Enterococcus faecalis	Not Specified	N/A	24966779
W-7 Hydrochloride	C16H22Cl2N2O2S	Candida albicans	BWP17	N/A	21903824
Wheat bran	N/A	Staphylococcus aureus	BMA/FR/0.32/0074	N/A	24588934
YC-1 compound	C19H16N2O2	Candida albicans	BWP17	N/A	21903824
Yohimbine hydrochloride	C21H27ClN2O3	Candida albicans	SC5314	N/A	23689719
Zalcitabine	C9H13N3O3	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	7614775
Zalcitabine	C9H13N3O3	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	9179531
Zanamivir	C12H20N4O7	Influenza A virus 	A	Neuraminidase	11413297
Zanamivir	C12H20N4O7	Influenza A virus 	Bangkok	Neuraminidase	11413297
Zanamivir	C12H20N4O7	Influenza A virus 	1	Neuraminidase	11413297
Zanamivir	C12H20N4O7	Influenza A virus 	1979 H3N2	Neuraminidase	11413297
Zanamivir	C12H20N4O7	Influenza A virus 	A	Neuraminidase	11752352
Zanamivir	C12H20N4O7	Influenza A virus 	Bangkok	Neuraminidase	11752352
Zanamivir	C12H20N4O7	Influenza A virus 	1	Neuraminidase	11752352
Zanamivir	C12H20N4O7	Influenza A virus 	1979 H3N2	Neuraminidase	11752352
Zanamivir	C12H20N4O7	Influenza A virus 	A	Neuraminidase	14575130
Zanamivir	C12H20N4O7	Influenza A virus 	Bangkok	Neuraminidase	14575130
Zanamivir	C12H20N4O7	Influenza A virus 	1	Neuraminidase	14575130
Zanamivir	C12H20N4O7	Influenza A virus 	1979 H3N2	Neuraminidase	14575130
Zanamivir	C12H20N4O7	Influenza A virus 	A	Neuraminidase	15828835
Zanamivir	C12H20N4O7	Influenza A virus 	Bangkok	Neuraminidase	15828835
Zanamivir	C12H20N4O7	Influenza A virus 	1	Neuraminidase	15828835
Zanamivir	C12H20N4O7	Influenza A virus 	1979 H3N2	Neuraminidase	15828835
Zanamivir	C12H20N4O7	Influenza B virus	B	Neuraminidase	18488077
Zanamivir	C12H20N4O7	Influenza B virus	Beijing	Neuraminidase	18488077
Zanamivir	C12H20N4O7	Influenza B virus	1	Neuraminidase	18488077
Zanamivir	C12H20N4O7	Influenza B virus 	1987	Neuraminidase	18488077
Zanamivir	C12H20N4O7	Influenza B virus	B	Neuraminidase	20695427
Zanamivir	C12H20N4O7	Influenza B virus	Beijing	Neuraminidase	20695427
Zanamivir	C12H20N4O7	Influenza B virus	1	Neuraminidase	20695427
Zanamivir	C12H20N4O7	Influenza B virus 	1987	Neuraminidase	20695427
Zeaxanthin	C40H56O2	Pseudomonas aeruginosa	PAO1	N/A	28255686
Zidovudine	C10H13N5O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase	9084959
Zidovudine	C10H13N5O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	9084959
Zidovudine	C10H13N5O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	17016423
Zidovudine	C10H13N5O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase	20471318
Zidovudine	C10H13N5O4	Human immunodeficiency virus 1	Not Specified	Reverse transcriptase/RNaseH	20471318
Zinc	Zn	Escherichia coli	042 (EAEC)	N/A	23958904
Zinc Dichloride	ZnCl2	Pseudomonas aeruginosa	PAO1	N/A	2495824
Zinc Nitrate	Zn(NO3)2	Pseudomonas aeruginosa	PAO1	N/A	24958247
Zinc oxide	ZnO	Escherichia coli	O157:H7 (ATCC 43895)	N/A	24958247
Zinc oxide	ZnO	Pseudomonas aeruginosa	PAO1	N/A	24958247
Zinc oxide	ZnO	Staphylococcus aureus	ATCC 6538	N/A	24958247
Zinc oxide	ZnO	Staphylococcus aureus	ATCC BAA-1707 (MRSA)	N/A	24958247
Zinc sulfate	O4SZn	Burkholderia cepacia	ATCC 17759	N/A	28756196
Zinc sulfate	O4SZn	Escherichia coli	ATCC 25312	N/A	28756196
Zinc sulfate	O4SZn	Kocuria rhizophila	ATCC 9341	N/A	28756196
Zinc sulfate	O4SZn	Pseudomonas aeruginosa	ATCC 9027	N/A	28756196
Zinc sulfate	O4SZn	Staphylococcus aureus	ATCC 6538	N/A	28756196
Zinc sulfate	O4SZn	Staphylococcus epidermidis	ATCC 12228	N/A	28756196
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	PAO1	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	PA14	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	PA14?lasR rhlR	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	INP-42	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	INP-42R	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	INP-37	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	INP-58M	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	INP-58R	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	5U (C5)	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	PA14 TC5	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	PA14 E12	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	PA14?mexR	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	M10	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	ID4365	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	IGB83	N/A	26084709
ZnO nanoparticles	ZnO	Pseudomonas aeruginosa	148	N/A	26084709
Zotepine	C18H18ClNOS	Candida albicans	SC5314	N/A	23689719
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
